Participant,Image,Choice,RT,time_condition
Participant,Image,Response,RT,1s
A15,images/image_10.jpg,,1.0,1s
A15,images/image_6.jpg,left,1.4429257999872789,5s
A15,images/image_7.jpg,left,0.5073242000071332,5s
A15,images/image_8.jpg,left,1.0656143999658525,5s
A15,images/image_9.jpg,left,0.8958096000133082,5s
A15,images/image_10.jpg,left,0.6120511000044644,5s
A15,images/image_11.jpg,left,0.956108900019899,1s
A15,images/image_12.jpg,left,0.5459493999369442,1s
A15,images/image_13.jpg,left,0.7908184999832883,1s
A15,images/image_14.jpg,left,0.6982853999361396,1s
A15,images/image_15.jpg,,1.0,1s
A15,images/image_11.jpg,left,0.9613472000928596,5s
A15,images/image_12.jpg,left,0.4788763000397011,5s
A15,images/image_13.jpg,left,0.6486553999129683,5s
A15,images/image_14.jpg,left,1.995850200066343,5s
A15,images/image_15.jpg,up,0.5004689000779763,5s
A15,images/image_16.jpg,left,0.8521561999805272,1s
A15,images/image_17.jpg,left,0.57942299998831,1s
A15,images/image_18.jpg,up,0.4444352000718936,1s
A15,images/image_19.jpg,left,0.5673674000427127,1s
A15,images/image_20.jpg,left,0.9946856000460684,1s
A15,images/image_16.jpg,left,0.9597545999567956,5s
A15,images/image_17.jpg,left,0.4711818000068888,5s
A15,images/image_18.jpg,up,0.7320231000194326,5s
A15,images/image_19.jpg,left,0.7713452000170946,5s
A15,images/image_20.jpg,left,0.6691013000672683,5s
A15,images/image_21.jpg,left,0.7606872000033036,1s
A15,images/image_22.jpg,left,0.9429393999744208,1s
A15,images/image_23.jpg,left,0.707700900034979,1s
A15,images/image_24.jpg,left,0.5700551000190899,1s
A15,images/image_25.jpg,,1.0,1s
A15,images/image_21.jpg,left,1.2152077000355348,5s
A15,images/image_22.jpg,left,1.8209312999388203,5s
A15,images/image_23.jpg,left,0.7807553000748158,5s
A15,images/image_24.jpg,left,0.6786963000195101,5s
A15,images/image_25.jpg,left,1.0318721999647096,5s
A15,images/image_26.jpg,,1.0,1s
A15,images/image_27.jpg,left,0.5715274999383837,1s
A15,images/image_28.jpg,,1.0,1s
A15,images/image_29.jpg,left,0.863806499983184,1s
A15,images/image_30.jpg,left,0.9621778000146152,1s
A15,images/image_26.jpg,up,1.2138266999972984,5s
A15,images/image_27.jpg,left,0.6222414000658318,5s
A15,images/image_28.jpg,left,0.7718843000475317,5s
A15,images/image_29.jpg,left,0.5028292000060901,5s
A15,images/image_30.jpg,left,0.691262700012885,5s
A15,images/image_31.jpg,left,0.6795030999928713,1s
A15,images/image_32.jpg,left,0.5481470000231639,1s
A15,images/image_33.jpg,up,0.6295945000601932,1s
A15,images/image_34.jpg,left,0.5525752000976354,1s
A15,images/image_35.jpg,left,0.4419988000299781,1s
A15,images/image_31.jpg,up,1.003147599985823,5s
A15,images/image_32.jpg,left,0.5572374000912532,5s
A15,images/image_33.jpg,up,1.204886500025168,5s
A15,images/image_34.jpg,left,0.5868912999285385,5s
A15,images/image_35.jpg,left,0.5752081000246108,5s
E1,images/image_1.jpg,left,0.6366979340000398,1s
E1,images/image_2.jpg,,1.0,1s
E1,images/image_3.jpg,,1.0,1s
E1,images/image_4.jpg,,1.0,1s
E1,images/image_5.jpg,left,0.6754886329999863,1s
E1,images/image_1.jpg,left,4.985237880000113,5s
E1,images/image_2.jpg,up,3.789350046999971,5s
E1,images/image_3.jpg,left,2.59608402899994,5s
E1,images/image_4.jpg,,5.0,5s
E1,images/image_5.jpg,up,2.105373352999777,5s
E1,images/image_6.jpg,left,0.766059965000295,1s
E1,images/image_7.jpg,,1.0,1s
E1,images/image_8.jpg,,1.0,1s
E1,images/image_9.jpg,,1.0,1s
E1,images/image_10.jpg,,1.0,1s
E1,images/image_6.jpg,left,1.058259856999939,5s
E1,images/image_7.jpg,left,1.307129557999815,5s
E1,images/image_8.jpg,up,0.7771603009996397,5s
E1,images/image_9.jpg,up,0.9942840779999642,5s
E1,images/image_10.jpg,left,1.0681511150000915,5s
E1,images/image_11.jpg,left,0.9233454909999635,1s
E1,images/image_12.jpg,,1.0,1s
E1,images/image_13.jpg,,1.0,1s
E1,images/image_14.jpg,,1.0,1s
E1,images/image_15.jpg,,1.0,1s
E1,images/image_11.jpg,left,0.8839457939998283,5s
E1,images/image_12.jpg,left,0.4377144400000361,5s
E1,images/image_13.jpg,left,0.5141184290000638,5s
E1,images/image_14.jpg,left,0.8611927709998781,5s
E1,images/image_15.jpg,left,0.7309893729998294,5s
E1,images/image_16.jpg,,1.0,1s
E1,images/image_17.jpg,left,0.8238812069998858,1s
E1,images/image_18.jpg,left,0.8666959719998886,1s
E1,images/image_19.jpg,,1.0,1s
E1,images/image_20.jpg,,1.0,1s
E1,images/image_16.jpg,left,0.9612472300000264,5s
E1,images/image_17.jpg,left,0.608834988000126,5s
E1,images/image_18.jpg,left,0.9836119749998034,5s
E1,images/image_19.jpg,left,1.4141206089998375,5s
E1,images/image_20.jpg,left,1.6649980229999528,5s
E1,images/image_21.jpg,,1.0,1s
E1,images/image_22.jpg,,1.0,1s
E1,images/image_23.jpg,,1.0,1s
E1,images/image_24.jpg,left,0.8690030550001211,1s
E1,images/image_25.jpg,,1.0,1s
E1,images/image_21.jpg,up,3.027792350999789,5s
E1,images/image_22.jpg,up,1.5819383950001793,5s
E1,images/image_23.jpg,left,1.3062523660000809,5s
E1,images/image_24.jpg,left,1.8487191449999043,5s
E1,images/image_25.jpg,up,2.2474175010002,5s
E1,images/image_26.jpg,,1.0,1s
E1,images/image_27.jpg,up,0.4548785960000714,1s
E1,images/image_28.jpg,up,0.4234154330001729,1s
E1,images/image_29.jpg,left,0.3472915910001575,1s
E1,images/image_30.jpg,left,0.3894397519998165,1s
E1,images/image_26.jpg,up,2.938020913999935,5s
E1,images/image_27.jpg,up,3.159682790000261,5s
E1,images/image_28.jpg,,5.0,5s
E1,images/image_29.jpg,left,3.018416602000343,5s
E1,images/image_30.jpg,left,3.1527977439995998,5s
E1,images/image_31.jpg,,1.0,1s
E1,images/image_32.jpg,,1.0,1s
E1,images/image_33.jpg,,1.0,1s
E1,images/image_34.jpg,,1.0,1s
E1,images/image_35.jpg,,1.0,1s
E1,images/image_31.jpg,up,3.227802374000021,5s
E1,images/image_32.jpg,up,1.8884151980000752,5s
E1,images/image_33.jpg,up,1.0037470060001397,5s
E1,images/image_34.jpg,up,2.1713459809998312,5s
E1,images/image_35.jpg,up,1.7079851519997646,5s
E2,images/image_1.jpg,,1.0,1s
E2,images/image_2.jpg,,1.0,1s
E2,images/image_3.jpg,left,0.8156760700001087,1s
E2,images/image_4.jpg,,1.0,1s
E2,images/image_5.jpg,,1.0,1s
E2,images/image_1.jpg,left,1.2441303850000622,5s
E2,images/image_2.jpg,up,0.8001332520000233,5s
E2,images/image_3.jpg,,5.0,5s
E2,images/image_4.jpg,left,1.993469792999804,5s
E2,images/image_5.jpg,left,2.342200739999953,5s
E2,images/image_6.jpg,,1.0,1s
E2,images/image_7.jpg,,1.0,1s
E2,images/image_8.jpg,,1.0,1s
E2,images/image_9.jpg,left,0.2154099529998348,1s
E2,images/image_10.jpg,left,0.1520746030000737,1s
E2,images/image_6.jpg,left,1.3694911259999571,5s
E2,images/image_7.jpg,left,1.853481014000181,5s
E2,images/image_8.jpg,up,2.12214099799985,5s
E2,images/image_9.jpg,up,2.0422722119999435,5s
E2,images/image_10.jpg,left,1.0550505819999216,5s
E2,images/image_11.jpg,,1.0,1s
E2,images/image_12.jpg,left,0.9817894010000144,1s
E2,images/image_13.jpg,,1.0,1s
E2,images/image_14.jpg,,1.0,1s
E2,images/image_15.jpg,,1.0,1s
E2,images/image_11.jpg,left,2.537171770999976,5s
E2,images/image_12.jpg,left,1.2677528429999256,5s
E2,images/image_13.jpg,left,3.0606023249999907,5s
E2,images/image_14.jpg,left,0.9932730839998384,5s
E2,images/image_15.jpg,up,1.7503623049999533,5s
E2,images/image_16.jpg,,1.0,1s
E2,images/image_17.jpg,left,0.964878878000036,1s
E2,images/image_18.jpg,up,0.9237845420000212,1s
E2,images/image_19.jpg,,1.0,1s
E2,images/image_20.jpg,,1.0,1s
E2,images/image_16.jpg,left,2.2216309779998937,5s
E2,images/image_17.jpg,left,1.3970125789999202,5s
E2,images/image_18.jpg,up,1.786295748999919,5s
E2,images/image_19.jpg,left,2.2399532990000357,5s
E2,images/image_20.jpg,left,2.55147171800013,5s
E2,images/image_21.jpg,left,0.9297745180001584,1s
E2,images/image_22.jpg,,1.0,1s
E2,images/image_23.jpg,,1.0,1s
E2,images/image_24.jpg,,1.0,1s
E2,images/image_25.jpg,,1.0,1s
E2,images/image_21.jpg,left,3.4135956439999973,5s
E2,images/image_22.jpg,left,1.325830650999933,5s
E2,images/image_23.jpg,left,1.637940990000061,5s
E2,images/image_24.jpg,left,1.3314346899999236,5s
E2,images/image_25.jpg,left,1.9098286569999343,5s
E2,images/image_26.jpg,,1.0,1s
E2,images/image_27.jpg,,1.0,1s
E2,images/image_28.jpg,,1.0,1s
E2,images/image_29.jpg,left,0.2314467669998521,1s
E2,images/image_30.jpg,,1.0,1s
E2,images/image_26.jpg,up,1.9524306250000336,5s
E2,images/image_27.jpg,left,0.710110886999928,5s
E2,images/image_28.jpg,left,0.9993769019999944,5s
E2,images/image_29.jpg,left,1.121380433000013,5s
E2,images/image_30.jpg,left,1.6812343600001896,5s
E2,images/image_31.jpg,,1.0,1s
E2,images/image_32.jpg,,1.0,1s
E2,images/image_33.jpg,,1.0,1s
E2,images/image_34.jpg,,1.0,1s
E2,images/image_35.jpg,left,0.6407571550000739,1s
E2,images/image_31.jpg,up,1.4913133850000122,5s
E2,images/image_32.jpg,left,0.898666035000133,5s
E2,images/image_33.jpg,up,1.8729002239999768,5s
E2,images/image_34.jpg,left,0.7243864099998518,5s
E2,images/image_35.jpg,left,1.16252762299996,5s
E3,images/image_1.jpg,,1.0,1s
E3,images/image_2.jpg,,1.0,1s
E3,images/image_3.jpg,left,0.9536497319998034,1s
E3,images/image_4.jpg,left,0.6599891079999907,1s
E3,images/image_5.jpg,up,0.47112818100004,1s
E3,images/image_1.jpg,left,4.432229860999996,5s
E3,images/image_2.jpg,,5.0,5s
E3,images/image_3.jpg,,5.0,5s
E3,images/image_4.jpg,up,3.65515680700014,5s
E3,images/image_5.jpg,left,0.0617289000001619,5s
E3,images/image_6.jpg,,1.0,1s
E3,images/image_7.jpg,left,0.5572027840000828,1s
E3,images/image_8.jpg,left,0.1297532230000797,1s
E3,images/image_9.jpg,up,0.3736730979999265,1s
E3,images/image_10.jpg,up,0.5014846900000975,1s
E3,images/image_6.jpg,up,2.6892052320001767,5s
E3,images/image_7.jpg,up,0.4037967060000937,5s
E3,images/image_8.jpg,left,1.4022912150001048,5s
E3,images/image_9.jpg,left,0.4721106199999667,5s
E3,images/image_10.jpg,left,0.5122819740001887,5s
E3,images/image_11.jpg,,1.0,1s
E3,images/image_12.jpg,,1.0,1s
E3,images/image_13.jpg,,1.0,1s
E3,images/image_14.jpg,left,0.4947711059999164,1s
E3,images/image_15.jpg,left,0.4625694550002208,1s
E3,images/image_11.jpg,left,1.7973408670000026,5s
E3,images/image_12.jpg,left,0.4696017539999957,5s
E3,images/image_13.jpg,left,0.5190598659999068,5s
E3,images/image_14.jpg,left,0.7382118289999653,5s
E3,images/image_15.jpg,up,0.8378991170000063,5s
E3,images/image_16.jpg,left,0.8182350019999376,1s
E3,images/image_17.jpg,left,0.5776940129999275,1s
E3,images/image_18.jpg,up,0.6054788070000541,1s
E3,images/image_19.jpg,left,0.670390272000077,1s
E3,images/image_20.jpg,,1.0,1s
E3,images/image_16.jpg,left,0.9970014040000024,5s
E3,images/image_17.jpg,left,1.64805054999988,5s
E3,images/image_18.jpg,up,1.47115291099999,5s
E3,images/image_19.jpg,left,1.7170377479999388,5s
E3,images/image_20.jpg,left,1.3671701309999662,5s
E3,images/image_21.jpg,,1.0,1s
E3,images/image_22.jpg,up,0.2554001650000828,1s
E3,images/image_23.jpg,left,0.210764392000101,1s
E3,images/image_24.jpg,up,0.7178060440000991,1s
E3,images/image_25.jpg,left,0.6096257869999135,1s
E3,images/image_21.jpg,left,0.9960832489998666,5s
E3,images/image_22.jpg,,5.0,5s
E3,images/image_23.jpg,up,1.9909335280001412,5s
E3,images/image_24.jpg,up,2.464550119000023,5s
E3,images/image_25.jpg,left,0.9860703649999324,5s
E3,images/image_26.jpg,,1.0,1s
E3,images/image_27.jpg,,1.0,1s
E3,images/image_28.jpg,,1.0,1s
E3,images/image_29.jpg,up,0.4665018900000177,1s
E3,images/image_30.jpg,left,0.5760995440000443,1s
E3,images/image_26.jpg,up,1.9147053300000607,5s
E3,images/image_27.jpg,left,0.5315030379999826,5s
E3,images/image_28.jpg,left,1.8705773260001024,5s
E3,images/image_29.jpg,left,1.0639700069998526,5s
E3,images/image_30.jpg,left,1.3830963429998064,5s
E3,images/image_31.jpg,,1.0,1s
E3,images/image_32.jpg,left,0.8008184919999621,1s
E3,images/image_33.jpg,left,0.8412079550000726,1s
E3,images/image_34.jpg,left,0.7894336330000442,1s
E3,images/image_35.jpg,left,0.6434941410000192,1s
E3,images/image_31.jpg,left,0.943208209000204,5s
E3,images/image_32.jpg,left,0.713089342999865,5s
E3,images/image_33.jpg,left,0.6457244260000152,5s
E3,images/image_34.jpg,left,0.4214786269999422,5s
E3,images/image_35.jpg,left,0.6286457089997839,5s
E4,images/image_1.jpg,left,0.7292602019999777,1s
E4,images/image_2.jpg,,1.0,1s
E4,images/image_3.jpg,left,0.6490146819999154,1s
E4,images/image_4.jpg,left,0.842705924999791,1s
E4,images/image_5.jpg,up,0.6845231939998939,1s
E4,images/image_1.jpg,left,0.8591904150000573,5s
E4,images/image_2.jpg,up,0.8477612369999861,5s
E4,images/image_3.jpg,left,0.6335066830001779,5s
E4,images/image_4.jpg,left,0.8371752779999042,5s
E4,images/image_5.jpg,left,1.020030636000001,5s
E4,images/image_6.jpg,,1.0,1s
E4,images/image_7.jpg,left,0.738678082999968,1s
E4,images/image_8.jpg,up,0.6107653359999858,1s
E4,images/image_9.jpg,up,0.6043982070000311,1s
E4,images/image_10.jpg,up,0.5915359170001011,1s
E4,images/image_6.jpg,up,1.0175239920001786,5s
E4,images/image_7.jpg,up,0.6792290229998343,5s
E4,images/image_8.jpg,up,0.6980243199998313,5s
E4,images/image_9.jpg,up,0.5672490050001215,5s
E4,images/image_10.jpg,up,0.8331788140001208,5s
E4,images/image_11.jpg,left,0.9812806889999592,1s
E4,images/image_12.jpg,left,0.7844232420000026,1s
E4,images/image_13.jpg,left,0.6899835050001002,1s
E4,images/image_14.jpg,left,0.5584021659999507,1s
E4,images/image_15.jpg,left,0.6506664789999377,1s
E4,images/image_11.jpg,left,0.9117187710000962,5s
E4,images/image_12.jpg,left,0.6648297690001073,5s
E4,images/image_13.jpg,left,0.5539983920000395,5s
E4,images/image_14.jpg,left,0.636428283999976,5s
E4,images/image_15.jpg,up,0.781252214999995,5s
E4,images/image_16.jpg,left,0.8830884950000382,1s
E4,images/image_17.jpg,left,0.5583219289999306,1s
E4,images/image_18.jpg,left,0.8702850559998296,1s
E4,images/image_19.jpg,left,0.8426320680000572,1s
E4,images/image_20.jpg,left,0.9933126349999384,1s
E4,images/image_16.jpg,left,0.8461211240000921,5s
E4,images/image_17.jpg,left,0.4294409669998913,5s
E4,images/image_18.jpg,up,0.8618650949999846,5s
E4,images/image_19.jpg,left,0.6665063200000532,5s
E4,images/image_20.jpg,left,0.7708960380000462,5s
E4,images/image_21.jpg,,1.0,1s
E4,images/image_22.jpg,up,0.8449314229999345,1s
E4,images/image_23.jpg,up,0.9487724450000314,1s
E4,images/image_24.jpg,up,0.8298663129999113,1s
E4,images/image_25.jpg,left,0.7823809110000184,1s
E4,images/image_21.jpg,up,0.7868582829999013,5s
E4,images/image_22.jpg,up,0.4654856649999601,5s
E4,images/image_23.jpg,up,0.6719114469999568,5s
E4,images/image_24.jpg,up,0.6935430969999743,5s
E4,images/image_25.jpg,up,0.776187438000079,5s
E4,images/image_26.jpg,,1.0,1s
E4,images/image_27.jpg,left,0.7644144060000144,1s
E4,images/image_28.jpg,,1.0,1s
E4,images/image_29.jpg,left,0.7610979460000635,1s
E4,images/image_30.jpg,left,0.8728617169999779,1s
E4,images/image_26.jpg,left,1.0098954719999256,5s
E4,images/image_27.jpg,left,0.6931646740001725,5s
E4,images/image_28.jpg,left,0.9974545709999348,5s
E4,images/image_29.jpg,left,0.5811006449998786,5s
E4,images/image_30.jpg,left,0.5721156489998975,5s
E4,images/image_31.jpg,left,0.6955764140000156,1s
E4,images/image_32.jpg,left,0.7043658299999151,1s
E4,images/image_33.jpg,left,0.6729966499999591,1s
E4,images/image_34.jpg,left,0.5370978560001731,1s
E4,images/image_35.jpg,left,0.5487945009999748,1s
E4,images/image_31.jpg,left,0.8871322299999065,5s
E4,images/image_32.jpg,left,0.7480828840000413,5s
E4,images/image_33.jpg,left,0.9426242550000552,5s
E4,images/image_34.jpg,left,0.5515936249998958,5s
E4,images/image_35.jpg,left,0.8048784239999804,5s
E5,images/image_1.jpg,left,0.7700625429999945,1s
E5,images/image_2.jpg,,1.0,1s
E5,images/image_3.jpg,up,0.9856780340001025,1s
E5,images/image_4.jpg,,1.0,1s
E5,images/image_5.jpg,,1.0,1s
E5,images/image_1.jpg,left,2.4349759699998685,5s
E5,images/image_2.jpg,up,1.827701844000103,5s
E5,images/image_3.jpg,left,1.0040467490000538,5s
E5,images/image_4.jpg,left,1.346005161999983,5s
E5,images/image_5.jpg,left,1.2836169199999858,5s
E5,images/image_6.jpg,,1.0,1s
E5,images/image_7.jpg,,1.0,1s
E5,images/image_8.jpg,left,0.1303283789998204,1s
E5,images/image_9.jpg,,1.0,1s
E5,images/image_10.jpg,,1.0,1s
E5,images/image_6.jpg,left,0.8750518960000591,5s
E5,images/image_7.jpg,left,1.0716783220000252,5s
E5,images/image_8.jpg,up,0.630637470000238,5s
E5,images/image_9.jpg,up,1.8545579370002088,5s
E5,images/image_10.jpg,left,0.7561807990000489,5s
E5,images/image_11.jpg,left,0.935815005999757,1s
E5,images/image_12.jpg,left,0.7927475290002803,1s
E5,images/image_13.jpg,left,0.6438774450002711,1s
E5,images/image_14.jpg,left,0.6046311009999954,1s
E5,images/image_15.jpg,,1.0,1s
E5,images/image_11.jpg,left,0.9732126849999077,5s
E5,images/image_12.jpg,left,0.9513141880001968,5s
E5,images/image_13.jpg,left,0.6813796840001487,5s
E5,images/image_14.jpg,left,1.9431391670000264,5s
E5,images/image_15.jpg,left,1.027014563999728,5s
E5,images/image_16.jpg,,1.0,1s
E5,images/image_17.jpg,left,0.8330358399998659,1s
E5,images/image_18.jpg,,1.0,1s
E5,images/image_19.jpg,left,0.9968103479995988,1s
E5,images/image_20.jpg,,1.0,1s
E5,images/image_16.jpg,left,1.3021213450001596,5s
E5,images/image_17.jpg,left,0.7617126120003377,5s
E5,images/image_18.jpg,left,4.536171344000195,5s
E5,images/image_19.jpg,left,0.91856406099987,5s
E5,images/image_20.jpg,left,1.6745275119997132,5s
E5,images/image_21.jpg,,1.0,1s
E5,images/image_22.jpg,left,0.7233647080001901,1s
E5,images/image_23.jpg,left,0.530949707000218,1s
E5,images/image_24.jpg,left,0.4825354660001721,1s
E5,images/image_25.jpg,left,0.6213424150000719,1s
E5,images/image_21.jpg,left,0.7958859750001466,5s
E5,images/image_22.jpg,left,0.668682256000011,5s
E5,images/image_23.jpg,left,0.4226939760001187,5s
E5,images/image_24.jpg,left,1.2501840700001594,5s
E5,images/image_25.jpg,left,0.5825916459998552,5s
E5,images/image_26.jpg,,1.0,1s
E5,images/image_27.jpg,up,0.2497444420000647,1s
E5,images/image_28.jpg,,1.0,1s
E5,images/image_29.jpg,left,0.6160087850003038,1s
E5,images/image_30.jpg,left,0.9396935240001768,1s
E5,images/image_26.jpg,up,1.1048825679999936,5s
E5,images/image_27.jpg,left,0.873484892000306,5s
E5,images/image_28.jpg,left,0.6766341410002497,5s
E5,images/image_29.jpg,left,0.5838323919997492,5s
E5,images/image_30.jpg,left,0.6686081889997695,5s
E5,images/image_31.jpg,left,0.6970954540001912,1s
E5,images/image_32.jpg,left,0.4912603500001751,1s
E5,images/image_33.jpg,left,0.9688462530002652,1s
E5,images/image_34.jpg,left,0.6005480140001964,1s
E5,images/image_35.jpg,left,0.4680327329997453,1s
E5,images/image_31.jpg,up,1.0740436639998734,5s
E5,images/image_32.jpg,left,1.3187067150001894,5s
E5,images/image_33.jpg,up,1.2962676160000228,5s
E5,images/image_34.jpg,left,1.1039711749999697,5s
E5,images/image_35.jpg,left,0.7673614519999319,5s
E6,images/image_1.jpg,,1.0,1s
E6,images/image_2.jpg,,1.0,1s
E6,images/image_3.jpg,,1.0,1s
E6,images/image_4.jpg,left,0.085358455000005,1s
E6,images/image_5.jpg,up,0.497700956999779,1s
E6,images/image_1.jpg,up,0.7783371489999809,5s
E6,images/image_2.jpg,up,0.866028185000232,5s
E6,images/image_3.jpg,left,0.6496498450001127,5s
E6,images/image_4.jpg,up,0.9216401989997394,5s
E6,images/image_5.jpg,up,0.6930532579999635,5s
E6,images/image_6.jpg,,1.0,1s
E6,images/image_7.jpg,left,0.6821655549997558,1s
E6,images/image_8.jpg,up,0.7345406539998294,1s
E6,images/image_9.jpg,left,0.5288858680000885,1s
E6,images/image_10.jpg,left,0.6920722069999101,1s
E6,images/image_6.jpg,left,0.9036953439999706,5s
E6,images/image_7.jpg,left,0.4744151219997548,5s
E6,images/image_8.jpg,left,0.9559408500003884,5s
E6,images/image_9.jpg,left,0.6985087619996193,5s
E6,images/image_10.jpg,left,0.6874544829997831,5s
E6,images/image_11.jpg,,1.0,1s
E6,images/image_12.jpg,left,0.529583711000214,1s
E6,images/image_13.jpg,left,0.5637100919998375,1s
E6,images/image_14.jpg,left,0.5789970270002414,1s
E6,images/image_15.jpg,up,0.8677311890000965,1s
E6,images/image_11.jpg,left,0.852010183999937,5s
E6,images/image_12.jpg,left,0.2981996410003376,5s
E6,images/image_13.jpg,left,0.5509808770002564,5s
E6,images/image_14.jpg,left,0.4677167710001413,5s
E6,images/image_15.jpg,up,0.6598136500001601,5s
E6,images/image_16.jpg,left,0.7109985049996794,1s
E6,images/image_17.jpg,left,0.4745758270000806,1s
E6,images/image_18.jpg,up,0.6820584000001872,1s
E6,images/image_19.jpg,up,0.5079395910001949,1s
E6,images/image_20.jpg,left,0.44314363400008,1s
E6,images/image_16.jpg,left,0.67767085999958,5s
E6,images/image_17.jpg,left,0.4447131709998757,5s
E6,images/image_18.jpg,left,0.4291626829999586,5s
E6,images/image_19.jpg,up,0.5287962219999827,5s
E6,images/image_20.jpg,left,0.555638220000219,5s
E6,images/image_21.jpg,left,0.875169009000274,1s
E6,images/image_22.jpg,left,0.4475400870001067,1s
E6,images/image_23.jpg,left,0.5841076219999195,1s
E6,images/image_24.jpg,left,0.5901378290000139,1s
E6,images/image_25.jpg,left,0.4777746229997319,1s
E6,images/image_21.jpg,left,0.6571352790001583,5s
E6,images/image_22.jpg,left,0.3615524570000161,5s
E6,images/image_23.jpg,left,0.4175921040000503,5s
E6,images/image_24.jpg,left,0.3505584499998804,5s
E6,images/image_25.jpg,left,0.51794298599998,5s
E6,images/image_26.jpg,,1.0,1s
E6,images/image_27.jpg,left,0.6482994359998884,1s
E6,images/image_28.jpg,,1.0,1s
E6,images/image_29.jpg,left,0.6926446970001052,1s
E6,images/image_30.jpg,,1.0,1s
E6,images/image_26.jpg,up,1.4356230169996709,5s
E6,images/image_27.jpg,left,0.6220495069997014,5s
E6,images/image_28.jpg,left,0.6153294420000748,5s
E6,images/image_29.jpg,left,0.5811806360002265,5s
E6,images/image_30.jpg,left,0.3312487279999914,5s
E6,images/image_31.jpg,left,0.6824604479998015,1s
E6,images/image_32.jpg,left,0.5058330840001872,1s
E6,images/image_33.jpg,left,0.3682316300000821,1s
E6,images/image_34.jpg,left,0.4835684810000202,1s
E6,images/image_35.jpg,left,0.6696416499999032,1s
E6,images/image_31.jpg,left,0.3499533019999035,5s
E6,images/image_32.jpg,left,0.0812006469996049,5s
E6,images/image_33.jpg,left,0.0714856690001397,5s
E6,images/image_34.jpg,left,0.1900015000001076,5s
E6,images/image_35.jpg,left,0.3397322260002511,5s
O1,images/image_1.jpg,,1.0,1s
O1,images/image_2.jpg,,1.0,1s
O1,images/image_3.jpg,,1.0,1s
O1,images/image_4.jpg,,1.0,1s
O1,images/image_5.jpg,,1.0,1s
O1,images/image_1.jpg,left,3.247560957999952,5s
O1,images/image_2.jpg,left,1.907593749999989,5s
O1,images/image_3.jpg,left,2.6917108750000125,5s
O1,images/image_4.jpg,left,3.88518295800003,5s
O1,images/image_5.jpg,up,1.0195057500000075,5s
O1,images/image_6.jpg,,1.0,1s
O1,images/image_7.jpg,left,0.6211807500000077,1s
O1,images/image_8.jpg,left,0.171878165999999,1s
O1,images/image_9.jpg,left,0.0741733330000329,1s
O1,images/image_10.jpg,left,0.3298624999999902,1s
O1,images/image_6.jpg,left,1.5498885420000192,5s
O1,images/image_7.jpg,left,2.3744392499999663,5s
O1,images/image_8.jpg,left,1.329050250000023,5s
O1,images/image_9.jpg,left,1.5206238750000125,5s
O1,images/image_10.jpg,left,0.8135449579999658,5s
O1,images/image_11.jpg,,1.0,1s
O1,images/image_12.jpg,up,0.4391426249999881,1s
O1,images/image_13.jpg,up,0.5757993749999741,1s
O1,images/image_14.jpg,left,0.3330320830000346,1s
O1,images/image_15.jpg,left,0.4367165830000203,1s
O1,images/image_11.jpg,left,0.9949075000000108,5s
O1,images/image_12.jpg,left,1.3920653339999944,5s
O1,images/image_13.jpg,left,1.2646825420000027,5s
O1,images/image_14.jpg,left,0.913790791999986,5s
O1,images/image_15.jpg,up,1.087135582999963,5s
O1,images/image_16.jpg,,1.0,1s
O1,images/image_17.jpg,,1.0,1s
O1,images/image_18.jpg,left,0.6167511250000075,1s
O1,images/image_19.jpg,left,0.9948671249999848,1s
O1,images/image_20.jpg,,1.0,1s
O1,images/image_16.jpg,left,1.5868524589999993,5s
O1,images/image_17.jpg,left,1.217460458000005,5s
O1,images/image_18.jpg,up,0.9542744999999968,5s
O1,images/image_19.jpg,left,0.8656550829999787,5s
O1,images/image_20.jpg,left,1.9320093329999963,5s
O1,images/image_21.jpg,,1.0,1s
O1,images/image_22.jpg,left,0.2320076249999942,1s
O1,images/image_23.jpg,up,0.5467790840000362,1s
O1,images/image_24.jpg,up,0.3196728749999806,1s
O1,images/image_25.jpg,up,0.3701201669999818,1s
O1,images/image_21.jpg,up,0.8532558750000021,5s
O1,images/image_22.jpg,up,0.9214324999999804,5s
O1,images/image_23.jpg,up,1.0450424169999906,5s
O1,images/image_24.jpg,up,0.584580208000034,5s
O1,images/image_25.jpg,up,1.078238290999991,5s
O1,images/image_26.jpg,,1.0,1s
O1,images/image_27.jpg,up,0.6882222499999671,1s
O1,images/image_28.jpg,,1.0,1s
O1,images/image_29.jpg,,1.0,1s
O1,images/image_30.jpg,up,0.8286190829999782,1s
O1,images/image_26.jpg,up,1.557571208000013,5s
O1,images/image_27.jpg,left,1.1962485000000245,5s
O1,images/image_28.jpg,up,1.3620922920000569,5s
O1,images/image_29.jpg,up,2.220052166999949,5s
O1,images/image_30.jpg,up,1.7101420420000295,5s
O1,images/image_31.jpg,,1.0,1s
O1,images/image_32.jpg,,1.0,1s
O1,images/image_33.jpg,up,0.5113107079999963,1s
O1,images/image_34.jpg,up,0.6391087499999912,1s
O1,images/image_35.jpg,up,0.6507915830000002,1s
O1,images/image_31.jpg,up,0.9625495420000334,5s
O1,images/image_32.jpg,up,1.0379229579999674,5s
O1,images/image_33.jpg,up,0.7094082920000346,5s
O1,images/image_34.jpg,up,1.039046709000104,5s
O1,images/image_35.jpg,up,2.220894874999999,5s
